Age,Gender,Monthly_Income,Occupation,City,Marital_Status,Owns_Vehicle,Vehicle_Type_Owned,Usage_Frequency,Primary_Use,Importance_Attributes,Preferred_Brands,Aware_Subscription,Willingness_Subscribe,Subscription_Budget,Motivating_Features,Preferred_Duration,Swap_Valuable,Subscription_Concerns,Hesitation_Reason,Vehicle_Change_Frequency,App_Comfort,Uses_Mobility_Apps,Expected_App_Features,NPS_Score
46,Male,33635,Retired,Port Bailey,Single,No,Sedan,Rarely,Other,"Fuel Type, Sustainability, Brand, Comfort","Hyundai, Kia, Tesla",No,Very Likely,14214,Roadside assistance,3-6 months,Yes,"Support, Trust, Cost",Understand water wind film authority ten southern develop fish.,Every 2-3 years,Very Comfortable,Yes,"Live Chat, Swap History, Easy UI",2.9
26,Female,43837,Student,Spencerchester,Married,Yes,SUV,Daily,"Family, Business",Sustainability,Other,No,Likely,15365,No down payment,<3 months,Not Sure,Availability,Me over statement message report night.,Rarely,Not Comfortable,No,"Ratings, Live Chat",4.2
23,Male,33414,Student,Port Craigmouth,Single,Yes,Sedan,Daily,"Business, Commute","Model Variety, Tech Features","Kia, Other",No,Never,12003,"Digital platform, Roadside assistance, Insurance included",>1 year,Not Sure,Insurance,For fire else college possible woman marriage together.,Once a year,Very Comfortable,No,Model Filters,4.3
26,Male,46776,Freelancer,Rebeccamouth,Married,Yes,Hatchback,Weekends only,"Other, Commute, Travel","Tech Features, Fuel Type, Safety, Comfort, Brand",Hyundai,Yes,Unlikely,18635,"Digital platform, Roadside assistance",3-6 months,Yes,Return process,Draw would born job present.,Every 2-3 years,Very Comfortable,Yes,Live Chat,5.0
41,Other,45379,Working Professional,Port Danielmouth,Married,Yes,SUV,Few times a week,"Other, Family","Model Variety, Sustainability, Tech Features, Brand, Fuel Type","Tata, Other, Audi",Yes,Likely,9844,Roadside assistance,>1 year,No,"Availability, Insurance, Return process",Under kid ready ground leg relationship bit north.,I don’t care,Very Comfortable,Yes,Model Filters,3.1
35,Male,61694,Business Owner,Greenmouth,Single,Yes,Sedan,Daily,Leisure,"Safety, Fuel Type, Sustainability","Tata, Kia",Somewhat,Unlikely,25455,No down payment,6-12 months,Yes,"Availability, Return process, Support",Fast success board serve fill rule.,Once a year,Somewhat,No,Offers/Discounts,3.5
26,Female,69654,Retired,Adamburgh,Single,Yes,Hatchback,Few times a week,Leisure,"Model Variety, Fuel Type, Tech Features, Safety, Comfort","Honda, Audi, Tata",Yes,Unlikely,19768,"No down payment, Easy swaps",3-6 months,Yes,Cost,Use personal product song everything similar weight black.,I don’t care,Neutral,Yes,Offers/Discounts,5.0
37,Male,70935,Working Professional,New Caseyborough,Single,Yes,Luxury,Few times a week,"Business, Leisure, Other","Sustainability, Safety, Brand","Maruti, Toyota, Hyundai",No,Likely,16743,"Digital platform, Roadside assistance",>1 year,No,"Condition of vehicle, Return process",Yourself safe player gas attention who much religious us.,Rarely,Not Comfortable,Yes,Offers/Discounts,1.8
32,Female,41567,Retired,South Michelle,Single,No,Sedan,Weekends only,Family,"Sustainability, Comfort",Other,Yes,Unlikely,29226,"Roadside assistance, No down payment",<3 months,Yes,"Trust, Support, Cost",Expect represent soldier that beat truth give power hand another.,Once a year,Somewhat,Yes,"Swap History, Live Chat",1.6
41,Male,46861,Student,Lake John,Single,Yes,Hatchback,Daily,"Leisure, Commute",Fuel Type,Audi,No,Likely,13453,Insurance included,>1 year,Yes,"Availability, Condition of vehicle",Including mother learn once they subject point after.,Rarely,Very Comfortable,Yes,Model Filters,2.3
24,Other,24748,Freelancer,North Andrewmouth,Single,Yes,EV,Weekends only,"Travel, Commute","Tech Features, Model Variety","BMW, Honda",No,Neutral,18056,"Easy swaps, Roadside assistance, Digital platform",3-6 months,Yes,"Cost, Availability",Process as political center around.,Every 2-3 years,Not Comfortable,Yes,Swap History,5.0
28,Male,37911,Freelancer,Vanceville,Single,No,Two-Wheeler,Rarely,Other,"Model Variety, Tech Features","Audi, Tata, Honda",Yes,Never,16113,"Monthly flexibility, Easy swaps",>1 year,Yes,Cost,Thousand across scientist life.,I don’t care,Very Comfortable,No,Offers/Discounts,3.5
28,Male,64472,Other,Mitchellville,Married,Yes,EV,Rarely,"Commute, Other, Leisure","Sustainability, Model Variety, Comfort","Toyota, Maruti, Kia",Yes,Unlikely,18987,No down payment,<3 months,Yes,"Return process, Cost",Research drive know decade participant.,Rarely,Very Comfortable,No,"Swap History, Offers/Discounts, Ratings",3.5
18,Male,74233,Business Owner,Erikfort,Married,No,Hatchback,Daily,Business,"Model Variety, Safety, Fuel Type, Comfort",Maruti,No,Likely,22480,"No down payment, Easy swaps, Monthly flexibility",<3 months,Yes,Trust,Relationship yet apply let traditional arm sound change style particularly.,I don’t care,Very Comfortable,Yes,"Live Chat, Offers/Discounts, Swap History",2.8
34,Male,31484,Freelancer,Dunnberg,Married,Yes,SUV,Few times a week,"Business, Leisure","Comfort, Brand, Tech Features, Sustainability",Audi,Yes,Very Likely,17744,Insurance included,<3 months,Yes,"Cost, Trust",School much last door discussion its live add.,I don’t care,Not Comfortable,No,Swap History,5.0
34,Female,41113,Student,Arnoldmouth,Single,Yes,Other,Daily,"Commute, Leisure","Tech Features, Fuel Type, Sustainability, Comfort, Model Variety","Audi, Kia",Yes,Neutral,20208,"Roadside assistance, Easy swaps, No down payment",6-12 months,Yes,"Cost, Trust, Support",Recent forget room others have.,Rarely,Neutral,Yes,"Swap History, Model Filters",2.4
32,Male,49603,Business Owner,Hayesmouth,Single,Yes,Other,Daily,"Commute, Business","Safety, Brand, Tech Features","Tesla, Honda",No,Unlikely,12248,"No down payment, Monthly flexibility, Easy swaps",3-6 months,No,"Trust, Availability",Avoid ever positive sign economic million thus for him house.,Every 2-3 years,Very Comfortable,Yes,"Offers/Discounts, Easy UI, Ratings",3.3
29,Female,54202,Working Professional,New Anitaton,Married,Yes,Other,Rarely,"Business, Family","Tech Features, Sustainability, Fuel Type, Brand","BMW, Audi",Yes,Neutral,13969,"Monthly flexibility, Easy swaps",<3 months,Yes,"Availability, Support, Cost",Story sea character entire defense start college hotel road entire.,I don’t care,Neutral,No,"Easy UI, Model Filters, Live Chat",2.9
18,Male,37855,Freelancer,Riveramouth,Married,Yes,SUV,Rarely,"Other, Travel","Comfort, Model Variety, Sustainability, Tech Features, Safety","Tata, Tesla",Somewhat,Never,23191,Digital platform,6-12 months,No,Condition of vehicle,Seat way experience writer discussion.,Rarely,Not Comfortable,Yes,Model Filters,1.0
27,Male,56360,Business Owner,East Michael,Married,No,Sedan,Few times a week,"Other, Business, Leisure","Fuel Type, Sustainability, Tech Features","Maruti, Kia",No,Unlikely,17984,Digital platform,<3 months,No,Cost,Poor share mission I white enter with rather hard so.,Every 2-3 years,Not Comfortable,Yes,"Easy UI, Model Filters, Live Chat",3.4
28,Female,42892,Student,Jamesberg,Single,Yes,Other,Few times a week,Family,"Safety, Model Variety, Sustainability, Comfort, Tech Features","BMW, Toyota",Yes,Likely,16241,"Easy swaps, Roadside assistance, No down payment",>1 year,No,"Cost, Condition of vehicle, Trust",General stay significant have former miss peace nearly chair cut.,Rarely,Very Comfortable,Yes,"Swap History, Easy UI",3.9
23,Female,49783,Other,Fernandeztown,Married,Yes,EV,Daily,Commute,Brand,"Maruti, Hyundai, Toyota",No,Very Likely,11233,"Insurance included, No down payment, Roadside assistance",3-6 months,No,Condition of vehicle,If ball respond including spring fill by.,Every 2-3 years,Neutral,No,"Ratings, Offers/Discounts, Swap History",3.1
30,Male,58194,Retired,Susanview,Married,Yes,SUV,Weekends only,"Other, Travel, Commute",Tech Features,"Other, Kia",No,Likely,19832,"Monthly flexibility, Roadside assistance, No down payment",>1 year,Yes,"Return process, Support, Insurance",Remember his money agent rich result role issue two purpose.,I don’t care,Neutral,No,Offers/Discounts,3.7
36,Male,50096,Retired,East Philip,Single,Yes,SUV,Daily,"Family, Commute, Travel","Brand, Sustainability, Model Variety, Comfort","Kia, Other",Yes,Neutral,11092,"No down payment, Digital platform, Roadside assistance",6-12 months,Yes,"Availability, Support",Operation artist listen law thus.,Once a year,Very Comfortable,No,"Ratings, Offers/Discounts, Model Filters",3.7
50,Male,43454,Student,North Marisa,Single,Yes,Other,Few times a week,"Business, Travel, Leisure","Brand, Comfort, Model Variety, Safety",Kia,No,Neutral,9619,Easy swaps,>1 year,Yes,"Support, Trust",Can notice show put structure.,Rarely,Somewhat,Yes,"Live Chat, Swap History",3.8
33,Female,48355,Student,East Johnside,Married,Yes,EV,Weekends only,Travel,"Model Variety, Fuel Type, Brand","Other, BMW, Audi",Yes,Neutral,15574,"Easy swaps, Digital platform",>1 year,Not Sure,Availability,Realize opportunity movement oil senior serve whose fund attorney off.,I don’t care,Somewhat,No,"Ratings, Easy UI, Swap History",2.7
34,Female,48674,Retired,West Jacqueline,Single,No,Luxury,Rarely,Leisure,"Fuel Type, Brand, Sustainability","Honda, Other, Toyota",Yes,Likely,2987,No down payment,<3 months,Yes,Condition of vehicle,Social act soldier for.,Rarely,Not Comfortable,Yes,"Live Chat, Swap History, Offers/Discounts",2.7
31,Male,44449,Other,Alexandraborough,Single,No,SUV,Few times a week,Travel,"Brand, Comfort","Tata, Toyota, Maruti",Yes,Likely,18055,"No down payment, Digital platform",>1 year,Yes,"Availability, Support, Condition of vehicle",Memory president phone detail wonder cost.,Rarely,Not Comfortable,No,Swap History,4.1
18,Female,46118,Business Owner,Anneside,Married,Yes,Other,Few times a week,Other,"Tech Features, Sustainability, Model Variety","Maruti, Hyundai, Other",Yes,Likely,16884,"Easy swaps, No down payment",<3 months,Yes,"Availability, Insurance",Understand amount suffer thing decade.,Every 2-3 years,Somewhat,Yes,"Ratings, Live Chat",2.2
31,Female,73979,Retired,Jonathanland,Divorced,Yes,Two-Wheeler,Weekends only,Business,"Tech Features, Brand, Sustainability, Safety","Hyundai, Tesla",Yes,Neutral,13235,No down payment,<3 months,Not Sure,"Return process, Availability",Time road collection significant check cut such form.,Rarely,Somewhat,Yes,"Offers/Discounts, Easy UI",3.7
32,Female,58413,Student,Josephtown,Single,No,Hatchback,Few times a week,Travel,"Comfort, Brand",Audi,No,Very Likely,13689,"Easy swaps, Digital platform, No down payment",3-6 months,Yes,"Cost, Trust",Stock stuff need thought she organization source now radio.,Every 2-3 years,Somewhat,Yes,"Swap History, Live Chat, Offers/Discounts",5.0
56,Female,45567,Freelancer,Matthewfort,Single,No,Sedan,Few times a week,Travel,"Safety, Model Variety","Honda, Kia",No,Likely,14403,"Insurance included, No down payment",6-12 months,Yes,"Cost, Return process, Availability",Soldier involve reality Democrat toward herself thank military management.,I don’t care,Very Comfortable,No,Swap History,4.0
30,Male,60454,Working Professional,Smithfort,Single,Yes,SUV,Few times a week,"Commute, Travel, Other","Tech Features, Comfort, Brand, Safety, Fuel Type","Honda, Maruti",No,Likely,11054,"Monthly flexibility, Insurance included",6-12 months,Yes,"Availability, Insurance, Support",Choice our somebody piece step whole class popular decision.,Rarely,Very Comfortable,No,"Offers/Discounts, Easy UI",1.8
35,Male,44992,Other,South Ryanchester,Married,No,Two-Wheeler,Few times a week,"Other, Travel","Sustainability, Brand, Comfort",Other,No,Neutral,15922,"Easy swaps, Insurance included, Digital platform",6-12 months,Not Sure,"Support, Availability, Return process",Front perhaps eye its.,I don’t care,Very Comfortable,Yes,"Model Filters, Easy UI, Offers/Discounts",4.2
31,Male,67596,Other,Shellymouth,Single,Yes,Two-Wheeler,Few times a week,"Travel, Family, Other","Comfort, Brand",Maruti,Somewhat,Very Likely,13753,"Roadside assistance, Digital platform, No down payment",<3 months,Yes,"Insurance, Availability",Bank language south fly myself old run Mrs view debate.,Once a year,Very Comfortable,Yes,"Easy UI, Offers/Discounts",5.0
20,Male,55544,Freelancer,East Fred,Other,No,SUV,Few times a week,Other,"Comfort, Brand","Honda, Hyundai, Tesla",No,Unlikely,15562,Easy swaps,6-12 months,Yes,"Support, Return process",Section share nice process clearly white seek responsibility kind although.,I don’t care,Very Comfortable,No,"Offers/Discounts, Swap History, Model Filters",3.0
43,Female,48390,Freelancer,New Roberto,Single,Yes,Luxury,Few times a week,"Family, Leisure, Other",Brand,Other,No,Neutral,14221,Monthly flexibility,<3 months,No,"Support, Return process",Stock college leg only even difficult TV be there.,Rarely,Very Comfortable,Yes,"Swap History, Ratings",3.6
39,Female,56715,Student,Hollandchester,Single,Yes,Hatchback,Few times a week,"Leisure, Family","Fuel Type, Sustainability, Model Variety",BMW,Yes,Neutral,13237,"Easy swaps, No down payment",3-6 months,Yes,"Trust, Return process",Find forget difference cause rule husband amount pay local.,Once a year,Not Comfortable,No,"Live Chat, Easy UI",2.9
39,Male,26436,Retired,East Thomaschester,Married,No,Sedan,Rarely,"Family, Commute","Sustainability, Model Variety, Tech Features, Brand","Other, Tata, Hyundai",Somewhat,Unlikely,16392,"Digital platform, Monthly flexibility",6-12 months,Not Sure,Return process,Single see significant ago six large.,Every 2-3 years,Neutral,No,"Model Filters, Ratings, Offers/Discounts",3.4
22,Male,33098,Business Owner,New Christine,Married,Yes,SUV,Few times a week,Business,"Safety, Brand, Sustainability, Model Variety, Comfort","Tata, Kia, Tesla",Yes,Likely,18905,Roadside assistance,<3 months,Yes,"Insurance, Return process, Trust",Same possible pass every western front draw.,Once a year,Not Comfortable,Yes,Offers/Discounts,3.2
46,Male,32091,Other,East Laura,Single,Yes,Sedan,Rarely,"Travel, Commute, Other","Tech Features, Model Variety, Sustainability","Hyundai, Audi",Yes,Likely,12376,Roadside assistance,6-12 months,Yes,"Trust, Cost, Availability",Make its you consider baby.,Rarely,Neutral,Yes,Easy UI,4.5
18,Female,52144,Other,South Helen,Single,Yes,EV,Rarely,"Leisure, Travel, Family","Safety, Tech Features, Comfort, Model Variety","BMW, Toyota",No,Never,16977,No down payment,6-12 months,Not Sure,"Return process, Insurance",Together have health theory.,Rarely,Not Comfortable,Yes,Offers/Discounts,5.0
37,Male,75987,Freelancer,South Rhonda,Other,No,Two-Wheeler,Daily,Family,Brand,"Tata, Hyundai",Yes,Unlikely,17597,"Monthly flexibility, Insurance included, Digital platform",3-6 months,Not Sure,"Return process, Insurance, Trust",Dark word Congress teach parent resource.,I don’t care,Not Comfortable,Yes,"Swap History, Live Chat, Model Filters",4.1
53,Female,83469,Retired,New Monica,Single,No,Two-Wheeler,Daily,Leisure,"Sustainability, Brand","Maruti, BMW",Yes,Never,8580,No down payment,>1 year,Yes,Availability,Join protect popular if media less.,Every 2-3 years,Very Comfortable,Yes,"Live Chat, Offers/Discounts, Easy UI",2.1
22,Male,59570,Other,Lake Amber,Married,No,SUV,Rarely,"Family, Leisure","Tech Features, Comfort, Fuel Type, Sustainability, Model Variety","Toyota, Maruti",No,Unlikely,19882,Roadside assistance,6-12 months,Yes,"Return process, Cost",Story surface subject point last government.,Rarely,Very Comfortable,No,"Swap History, Live Chat, Model Filters",5.0
26,Male,57512,Business Owner,Brownbury,Single,Yes,SUV,Rarely,"Travel, Family","Model Variety, Fuel Type","Kia, Tata",No,Very Likely,25282,"Insurance included, Roadside assistance",3-6 months,Not Sure,Trust,Network bank officer Republican hour this.,Rarely,Neutral,Yes,"Live Chat, Model Filters, Swap History",4.7
32,Prefer not to say,22984,Freelancer,Cameronport,Married,No,EV,Few times a week,"Other, Travel, Commute",Model Variety,"Hyundai, Audi",No,Very Likely,14559,Digital platform,6-12 months,Yes,"Condition of vehicle, Trust, Availability",Audience that lot black space short.,Every 2-3 years,Neutral,Yes,Easy UI,4.9
26,Other,41859,Business Owner,East Kevinstad,Married,Yes,Luxury,Daily,"Travel, Family, Commute","Safety, Sustainability, Tech Features, Fuel Type, Comfort",Other,Somewhat,Neutral,14144,"Insurance included, Easy swaps, Monthly flexibility",6-12 months,Not Sure,"Trust, Cost, Condition of vehicle",West crime you place necessary play need.,Every 2-3 years,Very Comfortable,Yes,"Model Filters, Live Chat, Offers/Discounts",3.9
18,Male,38183,Retired,North Ronald,Single,Yes,SUV,Weekends only,Family,Sustainability,"Tata, Audi",Yes,Likely,13934,Insurance included,6-12 months,Not Sure,"Availability, Trust, Insurance",Beat image issue course forward recent personal from involve source.,I don’t care,Not Comfortable,Yes,"Model Filters, Live Chat, Ratings",4.3
32,Female,40687,Other,New Patriciatown,Married,No,Two-Wheeler,Daily,Commute,"Model Variety, Safety, Tech Features",Tata,Yes,Likely,18103,"Digital platform, Roadside assistance",6-12 months,Yes,"Trust, Availability",Degree understand sit while move reason most audience window buy.,Once a year,Neutral,No,Swap History,3.6
